,0
"CAMERA TILTS TO FOLLOW as it rises to his face, holds TIGHT ON left eye.",1
"With a smooth motion the knife point enters the eyeball and cuts away the ruins sclera and cornea, as well as part of the damaged eyelids.",1
He wipes with a rag to clear the electronic eye's vision.,1
"Revealing the faintly glowing lens mechanism, suspended in a chrome socket by tiny servos.",1
The eye whirs quietly as it tracks.,1
"SEQUENCE OF SHOTS, showing various repairs.",1
"Terminator's right hand, its wrist SUTURED crudely, holds a needle and sewing thread and starts to work on abdominal wound out of frame below.",1
He slips a glove over the damaged hand.,1
A motoring cap over the blistered scalp.,1
A fresh shirt to hide his body wounds.,1
This is followed by a new overcoat.,1
C.U,1
#NAME?,1
"With the hat pulled down, the collar pulled up, and favoring his right profile he looks unhurt...though a bit gaunt and pale.",1
A turn of his head brings the balefully glowing left eye in its metal socket into view.,1
"He slips on a pair of tight, wrap-around sunglasses.",1
FULL SHOT as he goes to the bed and flips up the stained mattress,1
"He picks up the Remington 12 gauge, the AR-180 and the .38 off the springs and leaves by the fire escape.",1
CUT TO:,0
TIGHT ON VIDEO MONITOR showing Reese in the Interrogation,1
Room.,1
REESE,2
(recorded),4
...It's just him and me.,3
"CUT WIDE revealing Sarah, Silberman, Vukovich and Traxler watching a monitor sitting amid incredible paperwork clutter on a desk top.",1
SILBERMAN,2
(recorded),4
Why didn't you bring any weapons?  Something more advanced,3
Don't you have ray guns?,3
"Traxler, standing in the back, grins and nudges Silberman, who nods appreciatively.",1
TIGHT ON REESE'S RECORDED IMAGE - He glares at Silberman.,1
"ON SARAH, as Silberman's voice is heard.",1
SILBERMAN,2
(recorded),4
Show me a piece of future technology.,3
REESE,2
(recorded/con- trolling his hostility),4
You go naked,3
Something about the field generated by a living organism,3
Nothing dead will go.,3
SILBERMAN,2
(recorded),4
Why?,3
REESE,2
(recorded),4
I didn't build the fucking thing.,3
SILBERMAN,2
(recorded),4
Okay,3
Okay,3
But this...,3
(consults his notes) cyborg...if it's metal...,3
REESE,2
(recorded),4
Surrounded by living tissue.,3
SILBERMAN,2
(recorded),4
Of course.,3
"The real Silberman put the tape on ""PAUSE"".",1
SILBERMAN,2
(excited),4
This is great stuff,3
I could make a career out of this guy.,3
You see how clever this part is...how it doesn't require a shred of proof,3
Most paranoid delusions are intricate...but this is brilliant.,3
He starts the tape again.,1
SILBERMAN,2
(recorded),4
Why were the other two women killed?,3
REESE,2
(recorded),4
Most official records were lost in the war,3
The computer knew almost nothing about,3
Connor's mother,3
Her name.,3
"Where she lived, just the city.",3
No scanner pictures,3
The,3
Terminator was just being systematic.,3
C.U,1
#NAME?,1
REESE,2
"(recorded, con- tinuing)",4
You've heard enough,3
Decide.,3
Are you going to release me?,3
SILBERMAN,2
(recorded),4
I'm afraid that's not up to me.,3
REESE,2
(recorded/voice rising),4
Then why am I talking to you?,3
Get out.,3
"ON SARAH, DOLLYING SLOWLY IN TO C.U as we hear Reese begin to shout.",1
SILBERMAN,2
(recorded),4
I can help you...,3
REESE,2
Who is in authority here?,3
C.U,1
"REESE, ON SCREEN, as he looks straight at the camera.",1
REESE,2
(recorded),4
You still don't get it.,3
He'll find her,1
That's what he does,1
All he does...,1
"MEDIUM ON VUKOVICH, gesturing to Silberman, who is near the machine, to kill it.",1
REESE,2
"(recorded, con- tinuing)",4
You can't stop him,3
He'll wade through you...,3
C.U,1
#NAME?,1
REESE,2
"(recorded, continuing)",4
"...reach down her throat, and pull her fucking heart out...",3
The screen goes black.,1
Vukovich has cut off the tape.,1
SILBERMAN,2
(glancing around),4
Sorry.,3
C.U,1
#NAME?,1
SARAH,2
(turning),4
So Reese is crazy.,3
SILBERMAN,2
"In technical terminology, he's a loon.",3
SARAH,2
But...,3
Vukovich hands her something that looks like umpire's padding.,1
VUKOVICH,2
"Sarah, this is body armor.",3
Out TAC guys wear it,3
It'll stop a 12 gauge round,3
This other individual must've had one under his coat.,3
Sarah want to believe him,1
God help her if he's wrong.,1
SARAH,2
But what about him punching through the windshield?,3
TRAXLER,2
(shrugs),4
"Probably on PCP, broke every bone in his hand and won't feel it for hours",3
There was this guy once that...,3
Vukovich cuts him off with a gesture and sits beside Sarah on the bench.,1
VUKOVICH,2
Why don't you just stretch out here and get some sleep,3
It'll take your mom a good hour to get here from Redlands.,3
SARAH,2
I can't sleep.,3
VUKOVICH,2
Go ahead,3
You're safe,3
There're thirty cops in this building.,3
SARAH,2
Okay.,3
She lays her head on a wadded up blanket as everyone leaves the office.,1
CUT TO:,0
CORRIDOR,5
"Vukovich pauses outside the door, lost in thought",1
Traxler studies him for a second.,1
TRAXLER,2
What?,3
(pause),4
"Ed, come on...the guy's a wacko.",3
Vukovich glances up.,1
VUKOVICH,2
(quietly),4
He'd better be.,3
CUT TO:,0
Silberman can be seen through a glass partition next to the bullet-proof glass booth enclosing the NIGHT DESK,1
SERGEANT'S counter,1
The Sergeant hits a button and there is a loud BULL-CLACK,1
The electric bolt on the security door opens and Silberman steps out.,1
"As he exits the station, he passes Terminator just coming in the front door",1
"He glances at the pale apparition in cap and dark wrap-arounds, but goes on.",1
Terminator approaches the Desk Sergeant who barely glances up when he speaks.,1
TERMINATOR,2
I'm a friend of Sarah Connor.,3
I was told she is here,3
Can,3
"I see her, please?",3
SERGEANT,2
You can't see here,3
She's making a statement.,3
TERMINATOR,2
Where is she?,3
SERGEANT,2
(laconically),4
Look,3
It's gonna be a while.,3
You wanna wait,3
There's a bench.,3
"Terminator steps back, scanning the booth, the electric door, the rooms beyond.",1
TERMINATOR,2
I'll come back.,3
He turns and walks out through the front doors.,1
"ANGLE PAST DESK SERGEANT, F.G",1
#NAME?,1
RAPIDLY,1
He glances up at the last second as the glare falls fully on him,1
CRASH!,1
Several cops and late night loiterers scatter as a car smashes into the foyer,1
"It blasts through the sergeant's booth, crushing him in the wreckage.",1
CUT TO:,0
"Sarah, lying on the couch, jerks awake as the crash",1
REVERBERATES through the building,1
"She sits up, bleary- eyes.",1
CUT TO:,0
 DIVISION HQ/CORRIDOR  ,5
Through the hole in the splintered wall we see Terminator leap out of the car.,1
He vaults the hood and smashes through the debris of the wall.,1
Leaps to the corridor floor in a shower of plaster fragments.,1
"He brandishes the AR-180 like a pistol in one hand, the",1
.38 in the other.,1
The shotgun dangles at his side on a shoulder sling.,1
"LOW ANGLE DOLLY, preceding him as he starts down the corridor.",1
"ANGLE ON LOUNGE DOORWAY as TWO COPS run into the hall, one carrying a cup of coffee.",1
Terminator fires a burst from the assault rifle.,1
ANGLE ON COPS - They are flung backward in a spray of coffee and plaster.,1
CUT TO:,0
Sarah is alert now with growing alarm,1
The sound of,1
GUNFIRE is faint...but unmistakable,1
Her expression shows the dawning certainty of what is happening.,1
CUT TO:,0
DIVISION HQ/CORRIDOR ,5
Terminator steps over the bodies of the two cops without breaking stride.,1
"OVER HIS SHOULDER, MOVING WITH HIM as he walks down the hall",1
Comes to a door,1
Tries it,1
Locked.,1
Kicks it in.,1
"A DESK COP, drawing his gun, sprints for cover.",1
ANGLE ON TERMINATOR raising the AR-180.,1
CUT TO:,0
In computer-enhanced vision we see the cop dash around a corner in SLOW MOTION,1
As he disappears behind the wall an ANIMATED OUTLINE OF HIM is still visible...a PROBABILISTIC,1
EXTRAPOLATION OF HIS MOTION,1
There is a target cross- hair following the figure.,1
CUT TO:,0
The wall erupts with a volley of shots beside the running cop and he is flung OUT OF FRAME.,1
CUT TO:,0
"Shots are echoing in the hallway as Vukovich whips open the door, startling the hell out of Sarah.",1
VUKOVICH,2
Stay here.,3
He turns the locking knob and slams the door.,1
Leaving her alone.,1
She flinches as more SHOTS SOUND,1
CLOSER.,1
CUT TO:,0
CORRIDOR   ,5
Terminator rips the cover off the station's main electrical panel,1
He pulls loose the hose-like 440 volt incoming line and feeds it directly into the lighting circuit.,1
"All down the corridor the overhead fluorescent units explode, showering sparks and glass.",1
The building is plunged into darkness.,1
"Arcs SPUTTER and FLARE, lighting the corridors strobo- scopically.",1
CUT TO:,0
VUKOVICH'S OFFICE ,5
Sarah's terror skyrockets when the ceiling lamp explodes and the office goes black.,1
CUT TO:,0
"Through the smoke and emergency spotlights Terminator moves forward, inexorably.",1
A door behind him opens,1
"A COP fires, hitting him in the shoulder",1
"Terminator fires straight-arm with the .38 without slowing, killing the cop, then fires down the corridor with the assault rifle.",1
CUT TO:,0
"Traxler leaves the other detective to guard Reese, who is still handcuffed to the chair.",1
TRAXLER,2
(exciting),4
Watch him.,3
The door closes.,1
"An instant later a chair smashes over the detective's back, just as he is turning toward his prisoner.",1
"Reese is on him, scrabbling for the keys.",1
CUT TO:,0
Traxler is running down the hall through smoke and the wild strobing of electrical fires as Vukovich steps out of an armory room,1
He tosses Traxler an M-16 and they run on.,1
CUT TO:,0
MAIN CORRIDOR  ,5
Terminator stops before another door,1
He BLASTS the lock with the riot-gun,1
"Flings open the door, scanning.",1
Moves on.,1
"He is hit twice, chest and leg.",1
Firelight flickers from an office doorway as he passes.,1
CUT TO:,0
VUKOVICH'S OFFICE ,5
Sarah scrabbles for a place to hide in the darkened room but it's so tiny,1
Behind the desk,1
She crouches unable to believe she has awakened into the same nightmare.,1
CUT TO:,0
 OFFICE NEARBY ,5
"ANGLE ON DOOR as it splinters open and Terminator stands, guns raised",1
A COP fires from behind a desk.,1
Terminator sprays the room.,1
Starts to reload.,1
CUT TO:,0
CORRIDOR,5
Vukovich edges open a door and fires half a clip into,1
Terminator's back,1
"His eyes  bulge as the intruder turns, slamming a clip into his rifle and calmly fires two rounds.",1
Traxler drags Vukovich's body back inside the room.,1
TRAXLER,2
Ed!  Ed...?,3
CUT TO:,0
CORRIDOR ,5
"TIGHT ON TERMINATOR, moving forward, intent",1
CUT TO:,0
 VUKOVICH'S OFFICE  ,5
"MEDIUM ON SARAH, her teeth are chattering with fear as",1
SHOTS echo nearby,1
"There is the RHYTHMIC THUNDER of the shotgun, rattling AUTOMATIC FIRE, SCREAMING, and the sound of RUNNING FEET",1
Getting closer.,1
"SLOW DOLLY IN ON SARAH begins, ending in TIGHT C.U as the sounds get louder",1
More SHOTS.,1
Smoke begins to seep under the door.,1
DETAIL - DOORKNOB rattling as it is tried from outside.,1
E.C.U,1
#NAME?,1
She flinches as if slapped as SHOTS sound.,1
"DETAIL - DOOR KNOB, a series of SHOTS shatter the lock.",1
"FULL ON DOORWAY - The door bangs open and a figure stands silhouetted in the smoky hallway, holding a pistol.",1
E.C.U,1
#NAME?,1
Holds her breath.,1
REESE (V.O.),2
Sarah?,3
FULL SHOT - She scrambles out from beneath the desk and runs to him in the thickening smoke.,1
CUT TO:,0
 CONNECTING OFFICES   ,5
"PANAGLIDE FOLLOWING REESE AND SARAH as they cross the corridor and move through a series of offices, doubling back toward the main entrance.",1
CUT TO:,0
 OFFICE      ,5
Sarah and Reese move rapidly through the smoke.,1
Gunfire sounds nearby,1
They pass bodies.,1
VUKOVICH (V.O.),2
(weakly),4
Reese!,3
"They find the Lieutenant propped in a corner, dying.",1
Reese bends toward him.,1
Vukovich holds out his custom Colt Python .357.,1
VUKOVICH,2
(continuing),4
You just keep her alive,3
Do what you have to.,3
Reese snatches the gun and the keys and runs on.,1
C.U,1
#NAME?,1
CUT TO:,0
FAST PANAGLIDE PRECEDING TERMINATOR as he runs through the smoky rooms,1
"A fire is burning, lighting everything a flickering orange.",1
He emerges onto a landing through a side entrance,1
PAN to follow his line of sight as he snaps the AR-180 to his shoulder,1
B.G a BLUE VOLKSWAGEN RABBIT is roaring away across the parking lot.,1
TIGHT ON TERMINATOR aiming carefully,1
He pulls the trigger.,1
It clicks...empty,1
Slowly he lowers the scope-sight from his eye and watches them go.,1
Terminator limps down the steps from the landing and walks away as the fire spreads behind the windows of Division,1
Headquarters.,1
CUT TO:,0
"DETAIL - GAS GAUGE, it reads EMPTY.",1
CUT TO:,0
The Rabbit is stopped on the shoulder of a two lane secondary road winding through the hills north of L.A.,1
"Reese is fishing objects out of the car's trunk and handing them to Sarah, who holds a flashlight.",1
"He hands her a blanket, some road flares, and a first aid kit",1
Then he slams the trunk,1
"Reaching through the side window, he turns the wheel and pushes the car off the shoulder, over the embankment.",1
"DOWN ANGLE INTO RAVINE, past Sarah and Reese, as the car trundles down crashing through the underbrush to dis- appear among the trees.",1
Reese looks out across the valley and the lights of L.A.,1
"A helicopter circles in the distance, searchlight on.",1
REESE,2
Let's get off the road.,3
CUT TO:,0
ANGLE LOOKING OUT from the mouth of an enclosed concrete storm drain that passes under the road,1
"Reese, followed by Sarah, trudges down the slope and ducks inside.",1
The floor is wet but he doesn't seem to mind.,1
"They both hunker down with their backs to the concrete, facing each other.",1
"They look beaten, grimy, exhausted.",1
"She huddles under the blanket, waif-like.",1
REESE,2
You cold?,3
SARAH,2
Freezing.,3
REESE,2
Come here.,3
She sits beside him and they wrap their arms around each other with the blanket covering both of them.,1
SARAH,2
Reese...you got a first name?,3
REESE,2
Kyle.,3
SARAH,2
"Kyle, what's it like when you go through time?",3
REESE,2
White light,3
Pain,3
Like being ripped inside out... slowly,3
"Like being born, maybe.",3
Sarah scowls and draws her hand out from under his jacket.,1
SARAH,2
You're wet,3
Oh my god.,3
In the beam of the flashlight her hand is glistening with blood.,1
REESE,2
"I caught one, back there.",3
SARAH,2
(incredulous),4
Caught one?  You mean you got shot?,3
Reese shrugs.,3
REESE,2
It's not bad.,3
Sarah sits up and turns toward him.,1
SARAH,2
We gotta get you to a doctor.,3
REESE,2
It's okay,3
Forget it.,3
SARAH,2
Forget it?  Are you crazy?,3
Let me see it.,3
Sarah opens his jacket and the flashlight beam shows his shirt bloodsoaked at the shoulder.,1
SARAH,2
(continuing),4
Jeez,3
You idiot,3
Take this off.,3
She cradles the flashlight between her knees and opens the first aid kit as he removes his jacket.,1
REESE,2
(looking at the wound),4
See,3
Missed everything.,3
Passed through the meat.,3
Sarah starts swabbing the flesh wound.,1
SARAH,2
This is gonna make me puke.,3
Talk about something.,3
REESE,2
What?,3
SARAH,2
Just talk,3
Tell me about my son,3
Is he tall?,3
She places a gauze pad in place and starts to wrap it.,1
REESE,2
About my height,3
He has your--,3
(winces),4
...damn...he has your eyes.,3
Sarah glances at his face for a second and then goes back to work.,1
SARAH,2
What's he like?,3
REESE,2
(thoughtful),4
You trust him,3
He's got that strength,3
You'd die in a second for John.,3
SARAH,2
"Well, at least I know what to name him",3
I don't suppose you'd know who the father is?,3
So I don't tell him to get lost when I meet him.,3
REESE,2
John never said much about him,3
He dies,3
Even before the war...,3
SARAH,2
(interrupting),4
Stop!  I don't want to know.,3
Hold still,3
So...it was John that ordered you here?,3
REESE,2
I volunteered.,3
SARAH,2
You volunteered?,3
REESE,2
It was an honor,3
A chance to meet the legend,3
Sarah,3
Connor,3
"Who taught her son to fight...organize, prepare.",3
From when he was a kid,3
"When you were in hiding, before the war.",3
She stops taping,1
"She seems lost, her bravado dissipated.",1
SARAH,2
You talk about things I haven't done yet in the past tense,3
It's making me crazy,3
I can't think.,3
(pause),4
Are you sure you've got the right person?,3
Reese appraises her coldly.,1
REESE,2
I'm sure.,3
SARAH,2
"Come on, me? The mother of the future?  Am I tough?",3
Organized?  I can't even balance my checkbook,3
I cry when I see a cat that's been run over... and I don't even like cats.,3
She pulls the bandage tight with a knot.,1
REESE,2
"Ow!  No, it's okay",3
It's better tight.,3
SARAH,2
"And anyway, what do I know about guerrilla warfare?",3
REESE,2
You'll learn.,3
SARAH,2
(angry),4
"Look, Reese, I didn't ask for this honor and I don't want it.",3
Any of it.,3
REESE,2
John gave me a message for you,3
Made me memorize it.,3
"'Sarah""...this is the message...",3
"'Sarah, thank you",3
For your courage through the dark years.,3
"I can't help you with what you must soon face, except to tell you that the future is not set... there is no such thing as Fate, but what we make for ourselves by our own will",3
You must be stronger than you imagine you can be,3
"You must survive, or I will never exist.'  That's all.",3
Sarah stares at him as the enormity of it all becomes real to her,1
"Reese moves his arm, testing the bandage.",1
REESE,2
(continuing),4
Good field-dressing.,3
SARAH,2
(brightening),4
You like it?  It's my first.,3
He rebuttons his shirt and they return to the warmth- conserving embrace,1
"Sarah gazes out the entrance, into the night.",1
REESE,2
Sleep,3
It'll be light soon.,3
SARAH,2
(closing her eyes),4
Okay,3
Talk some more.,3
REESE,2
About what?,3
SARAH,2
(murmuring),4
About where you're from.,3
Kyle watches the helicopter circling far in the distance.,1
REESE,2
Alright.,3
(pause),4
"You stay down by day, but at night you can move around.",3
The H-K's use infra-red so you still have to watch out.,3
But they're not too bright.,3
John taught us ways to dust them them,3
That's when the infiltra- tors started to appear,3
The,3
"Terminators were the newest, the worst...",3
"During his monologue we have PANNED into the darkness outside and to the helicopter, which flies OUT OF FRAME, leaving black",1
A ROTOR ROAR fades up.,1
CUT IN BLACK TO:,0
Black sky,1
Stars.,1
With a roar an AERIAL PATROL CRAFT enters close overhead.,1
It has flashing red and blue lights and powerful search- lights which stab down.,1
TILT DOWN to a vista of moonlit devastation.,1
White ash blows in drifts among fire-gutted ruins.,1
Blackened bones lie everywhere in heaps.,1
Searchlights sweep the night.,1
"Another aerial unit hovers several blocks away, firing tracers into the ruins.",1
CUT TO:,0
"LOW ANGLE as a gleaming chrome H-K grinds through the debris of the shattered street on its tank-like tracks, crushing burnt skulls.",1
"Its head turns slowly, playing high-intensity lights over the buildings.",1
"Its hydraulic arms are folded, mantis-like, against its",1
'torso',1
"After it passes a number of human figures dart from shadow to shadow, B.G.",1
CUT TO:,0
"Reese is among a SQUAD OF MEN in black fatigues, carrying equipment and energy rifles, who enter a debris-littered tunnel.",1
"PANAGLIDE WITH THEM as they trot through a labyrinth of tunnels, pass several guard-posts",1
Reese has a GERMAN,1
SHEPHERD on a short leash.,1
CUT TO:,0
"The platoon enters a cavernous chamber, an old parking structure, in which a large group is gathering.",1
"As the entrance, ARMED SENTRIES with dogs are passing in new arrivals men wearing mismatched uniforms or rags and carrying all types of weapons from lasers to shotguns.",1
Weapons are left at the sentry post.,1
FOLLOWING REESE as he patrols the perimeter.,1
"He walks along a row of CARS, models from the eighties and nineties, now stripped, rusty and modified to carry weapons.",1
There are conventional military vehicles as well.,1
He passes several family groups.,1
Gaunt kids are huddles around an old TV SET.,1
Its glow bathes them.,1
REVERSE ANGLE reveals that the set has been gutted and a small cookfire crackles inside the shell.,1
Nearby a kid has a LARGE RAT cornered and is whacking it with a stick.,1
"Reese pauses at the end of the row of vehicles and unsnaps a pocket in his tunic, removing a small paper rectangle, a worn photograph.",1
C.U,1
#NAME?,1
His head snaps around at the sudden sound of BARKING.,1
ANGLE ON SENTRY POST as the dogs go crazy.,1
SENTRY,2
(shouting),4
Terminator!,3
"An innocuous, RAG-DRESSED MAN flips back his poncho to reveal a powerful PLASMA-RIFLE",1
"He opens FIRE, running forward",1
ENERGY BOLTS rip into the crowd.,1
"MOVING WITH REESE, running toward the Terminator.",1
RAPID CUTS:,1
POWERBOLTS EXPLODE among the fleeing people.,1
Beams sear the darkness.,1
A running CHILD is BURST by a plasma hit.,1
ANGLE ON REESE running,1
He levels his energy-rifle and starts firing,1
"A powerbolt grazes his cheek, EXPLODING a support column behind him",1
Part of the ROOF COLLAPSES as Reese tumbles.,1
Everything is lit as if by lightning.,1
C.U,1
#NAME?,1
Burned,1
Bleeding.,1
"Impressions implode on him running feet, flashes, energy beams raking the ground leaving molten worm-tracks, scream- ing, a burning dog howling.",1
"DETAIL - The picture Reese has been looking at has fallen, forgotten",1
It catches fire and starts to curl,1
Before the image vanishes we see that it is a picture of Sarah.,1
Reese looks up.,1
"A figure looms above, a silhouette in the smoky, hellish glare",1
THE TERMINATOR,1
Its  eyes glow red.,1
A brilliant EXPLOSION WHITES OUT THE SCREEN.,1
CUT TO:,0
C.U,1
#NAME?,1
Asleep,1
She grimaces and groans.,1
In the distance a dog is barking.,1
"Reese, still holding her, lightly lifts her hair from her face",1
An uncharacteristically tender gesture,1
He gently caresses her cheek with the backs of his fingers,1
When she awakens suddenly he snaps his hand away.,1
"Sarah looks around, momentarily disoriented",1
Looks up at,1
Reese.,1
SARAH,2
I was dreaming about dogs.,3
Reese extricates himself from her and steps out of the culvert.,1
REESE,2
We used them to spot Terminators.,3
Sarah groans as she straightens her legs.,1
SARAH,2
Your world...it's pretty terrifying.,3
CUT TO:,0
EXT,5
HIGHWAY,5
DAWN,6
Sarah catches up to him just as he is about to try and stop an approaching car,1
She pulls his gun hand down with both of hers.,1
SARAH,2
Put that away,3
I'll get one.,3
She hold out her thumb to passing traffic.,1
Reese watches this incomprehensible ceremony skeptically.,1
SARAH,2
(continuing),4
This works...really.,3
CUT TO:,0
Reese and Sarah are crammed into the cab of a beat-to-hell,1
"PICKUP TRUCK with the DRIVER, obviously a surfer",1
"Laid- back, long-haired and well-tanned.",1
Reese glowers and watches the scenery through slitted eyes.,1
DRIVER,2
...and when it breaks right off the point they get some pretty rad tubes up there.,3
"Not awesome, but I mean, worth the drive, if you're hardcore like me.",3
REESE,2
(to Sarah),4
Rad tubes?,3
SARAH,2
(to Reese),4
He's a surfer.,3
DRIVER,2
You from back East of something?,3
SARAH,2
"No, he's from the future.",3
DRIVER,2
Whoah,3
I hear that.,3
(pause),4
"Listen, I had a rough night",3
I gotta stop and bag some Z's.,3
They pull off the highway toward a gas station/rest area.,1
CUT TO:,0
The gas station is like an oasis of clutter in a rolling stretch of meadows and woods,1
"It consists of a bunker- like building with restrooms and a flanking PICNIC AREA, beyond which are WOODS.",1
"People sit under the trees, enjoying the beautiful day while children tear around after the forced inactivity of a long trip.",1
The three of them get out on unsteady legs.,1
DRIVER,2
You can still ride if you wanna hang out for a couple hours.,3
SARAH,2
Thanks.,3
REESE,2
Bag some Z's?,3
SARAH,2
"Let's get cleaned up, Kyle.",3
She heads for the WOMEN'S RESTROOM and Kyle follows her inside.,1
REESE,2
(pushing him out),4
Yours is over there.,3
"Instead of following her directions to the Men's Room,",1
Kyle wanders toward the drinking fountain,1
A bunch of kids are running around and throwing water at each other with paper cups.,1
Reese shambles through them like a zombie.,1
"He stands among the children, an alien in this land without fear",1
He watches people at picnic tables laughing and listening to portable music,1
Kids squeal,1
Dogs bark.,1
LITTLE GIRL (V.O.),2
Can you get my balloon?,3
DOWN ANGLE on an achingly beautiful LITTLE GIRL of about four,1
She points above his head.,1
Reese looks up to see a helium-filled mylar balloon stuck in the foliage of a tree just above him,1
"He pulls it down by the string and holds it, turning it over dully.",1
He crouches down to her eye-level,1
She smiles.,1
REESE,2
Aren't you afraid to be out in the open like this?,3
LITTLE GIRL,2
Huh?,3
Reese whirls reflexively at a SCREAM behind him,1
The mylar balloon bursts in his tense hands,1
A teenage girl is being doused with water by the boys with plastic jugs.,1
"The little girl looks at the broken balloon, then glares at Reese",1
She punches him soundly on the shoulder and storms off.,1
At this moment she is bowled over by an IRISH SETTER that licks her face while she shrieks with laughter.,1
Reese seems about to smile but doesn't quite know how to go about it.,1
CUT TO:,0
EXT,5
SERVICE STATION/PAY PHONE,5
DAY,6
Sarah is talking on an open pay phone.,1
SARAH,2
"...I know, Mom",3
This is the soonest I could...I know.,3
"Mom...Mom, I can't talk long.",3
"No, I'm okay.",3
(pause),4
I was on TV?  Really?,3
(pause),4
"Oh no, I hate that picture... why didn't you give them my graduation picture?",3
(pause),4
"I'm okay, really",3
"Listen, I want you to pack some stuff and go up to the cabin for a few days",3
"Just don't...no, don't ask any questions.",3
Just do it,3
I gotta get going...gotta go,3
"Bye, bye.",3
Sarah has been idly leafing through the DIRECTORY,1
On a whim she looks up something.,1
She freezes for a moment when she finds the listing.,1
Then with a triumphant expression she rips the page out of the book.,1
CUT TO:,0
"Sarah is sitting at a table under a tree, lettering something with a lipstick on a cardboard box-flap.",1
E.C.U,1
#NAME?,1
It reads,1
SILICON VALLEY,1
FULL ON SARAH as she retracts the lipstick and leans across to hand it to a girl at the next table.,1
SARAH,2
Thanks a lot.,3
REESE (V.O.),2
What's that?,3
"Sarah looks up, startled to see him standing beside her.",1
SARAH,2
That's where we're going.,3
REESE,2
Why?,3
Sarah point to the directory page lying on the table.,1
MACRO - PAGE,1
Sarah's finger points to a listing which reads,1
CYBER DYNAMICS CORPORATION,1
"18144 El Camino Real, S'Vale",1
ANGLE ON SARAH AND REESE,1
She looks smug.,1
SARAH,2
Look,3
I found it,3
Isn't that it?  Cyber Dynamics,3
Corporation?,3
REESE,2
What about it?,3
SARAH,2
Didn't you say that they're going to develop this revolutionary new thing...,3
REESE,2
Molecular-memory.,3
SARAH,2
Whatever...they become the hotshot computer guys so they get the job to build El Computer,3
Grande...Skynet...for the government,3
Right?,3
REESE,2
(uneasy),4
That's the way it was told to me.,3
Sarah's fear has been replaced by excitement.,1
SARAH,2
"Well, we're gonna uninvent the bastard",3
Eighty-six it,3
We'll blow up the place...burn it down,3
Something.,3
REESE,2
(very cold),4
Tactically dangerous,3
We lay low.,3
SARAH,2
Reese,3
Think it through.,3
We can prevent the war.,3
Nobody else is gonna do it.,3
If we go to anybody official we wind up back in jail and then that walking cuisinart has got us again,3
We have to so it ourselves.,3
REESE,2
That's not my mission.,3
SARAH,2
"(upset, mocking his manner)",4
Listen,3
Understand,3
"I'm not a military objective,",3
Reese,3
I'm a person...,3
You don't own me.,3
Reese takes her arm and pulls her to her feet.,1
REESE,2
Let's go,3
Time to move out.,3
SARAH,2
Fuck you!  Let go of me!,3
She jerks her arm free,1
"He reaches for her again but she outdistances him, running.",1
REESE,2
(warning tone),4
Sarah!,3
"She dashes down a footpath among the trees, clutching her sign",1
Reese follows her into the woods.,1
CUT TO:,0
"Only a few yards from the picnic area, the woods take over completely.",1
PANNING WITH SARAH as she runs down the path.,1
Reese tackles her from behind and they fall together in the long spring grass.,1
She struggles violently to get away.,1
SARAH,2
Let...go...bastard...,3
She gets one arm free and whacks him hard in the face.,1
"Reese reacts instinctively, leaping back in a defensive crouch",1
Sarah freezes when she sees the .357 in his hand.,1
SARAH,2
"(continuing, scared, but angry)",4
"Oh, that's real smart.",3
"Go on, shoot me",3
That's brilliant.,3
Reese is trembling as he lowers the gun.,1
Sarah too is shaking with emotion,1
Tears roll down her cheeks and her voice cracks.,1
SARAH,2
(continuing),4
"Jesus Christ, Reese",3
Can't you see I'm scared?,3
He straightens up and his arms go limp at his sides.,1
He turns away.,1
SARAH,2
(continuing),4
"I can't spend my life waiting for that thing to catch up with me...always looking over my shoulder, wondering if I left some tiny clue behind...",3
Reese doesn't respond.,1
The gun slips from his fingers.,1
His will seems to drain from him and he sags to his knees.,1
The moment stretches.,1
"There is only the sunlight moving in shafts through the leaves, the sound of a small stream nearby, birds chirping.",1
SARAH,2
Reese?,3
She crawls over to him.,1
"C.U. - REESE in profile, with Sarah in B.G.",1
His eyes are closed.,1
A tear meanders down his cheek.,1
SARAH,2
"(continuing, quietly)",4
Kyle?,3
REESE,2
(a whisper),4
I'm wrong here,3
I wasn't meant to see this...,3
He gestures at their surroundings.,1
REESE,2
(continuing),4
It's...like some dream.,3
This...this...,3
"He touches the grass, the trunk of a tree.",1
REESE,2
(continuing),4
...and you...all so...beauti- ful,3
"It hurts, Sarah",3
More than death.,3
He looks are her beseechingly.,1
REESE,2
(continuing),4
Don't you understand...it's all gone!,3
Sarah puts her arm around him.,3
She sniffs and wipes at her nose with the back of her hand.,1
SARAH,2
"We can change it, Kyle",3
We have to try.,3
She takes his shoulder in her hands.,1
SARAH,2
(continuing),4
There's no fate but what we make for ourselves,3
Right?,3
Come on,3
"Let's go, kiddo.",3
Whaddya say?,3
"He picks up her sign and they look at each other for a second, then get up.",1
CUT TO:,0
Terminator sits in his room with the blinds drawn tight.,1
Murky,1
Claustrophobic,1
With knife-slits of hot sunlight.,1
MEDIUM ON TERMINATOR sitting on the edge of the bed.,1
His appearance isn't improving.,1
"A patch of SCALP is blown away, revealing CHROME underneath.",1
"A flap of skin dangles from his cheek, which exposes some of the DRIVE CABLES which move the lips.",1
