sentence,label
"Beyond that I have my purpose, and you yours.",3
"Tamara offers a thankful nod, her anger subsiding.",1
TAMARA,2
Nice fire.,3
Does it mean you'll actually cook the meat this time?,3
CUT TO:,0
EXT.,5
KHALAR SINGH'S WARSHIP,5
DUSK,6
"Khalar looks at the destruction of Ukafa's warship, the bodies filling the water.",1
"Khalar spots Ukafa's dead body floating there, harpoon still lodged in his chest.",1
The ship's CAPTAIN approaches.,1
CAPTAIN,2
The pirate ship sailed to the west.,3
Even under full sail it'll be no easy task to overtake her.,3
"Just then, a FALCON approaches.",1
"The Falconer retrieves it, a parchment tied to its talon.",1
He passes it on to Khalar Singh.,1
"Khalar Singh reads it, a smile creeping upon his face.",1
KHALAR SINGH,2
Fariq has done well.,3
(to the Captain),3
"Head east, back to Khor Kalba.",3
CAPTAIN,2
But our chase points the other way.,3
KHALAR SINGH,2
The chase is over.,3
They come to me now.,3
EXT.,5
FOREST,5
LATE DAY,6
Tamara watches Conan from a distance.,1
He silently stalks prey with nothing more than a knife.,1
A BOAR,2
"Its ears listen intently, aware.",1
"Suddenly, it bolts.",1
CONAN,2
"Is just as quick, racing through the forest on a intercepting course with the great beast.",1
"He leaps over a fallen log, throwing his dagger with a sweep of his arm.",1
"The boar goes down, the blade through its jugular.",1
"Conan walks up to the struggling beast, showing no satisfaction as he mercifully SNAPS its neck.",1
INT.,5
COLOSSUS HEAD,5
NIGHT,6
The great haunches of the beast roast over the fire.,1
Conan turns the meat.,1
"Behind him, Tamara approaches.",1
"She has cleaned herself up, her white robe translucent in light of the fire, her wet hair glistening.",1
"Conan can't help but notice her supple skin, her curves.",1
He stops chewing.,1
Tamara notices.,1
"Embarrassed, she turns so that he can only see her side.",1
Conan returns to his food.,1
TAMARA,2
"What were the women of your tribe like, Conan?",3
CONAN,2
They fought beside the men.,3
TAMARA,2
So they were equals.,3
And your mother?,3
CONAN,2
"She died in battle, even as I was born.",3
TAMARA,2
So you never knew her.,3
It was the same with me.,3
I've always known being a mother was somehow not my fate.,3
"Tamara falters, unsure.",1
But Conan's quiet eases her.,1
TAMARA,2
But-- You said earlier Khor Kalba will bring only death.,3
"Were you trying to scare me, or do you really believe our end lies there?",3
CONAN,2
I don't lie.,3
"Tamara nods, having heard as much about Conan.",1
"She turns back to face him, no longer hiding her body.",1
TAMARA,2
Then we don't have much time.,3
"Your mother perished too young, but at least she died having known the touch of one who cared.",3
Tamara steps closer to Conan.,1
TAMARA,2
"So -- do you care, Conan?",3
"Conan rises to her, his broad form looming over her slight build.",1
"But Conan shows surprising gentleness as he removes her robe and pulls her naked body into his, their mouths meeting in a desperate kiss.",1
LOVE SCENE,2
"Conan lies atop Tamara by the fire, their sinewy limbs intertwined, fingers locked together.",1
"He thrusts into her, causing her face to contort in pleasure and pain.",1
"The fire grows brighter as Tamara rolls on top, undulating as their pace quickens.",1
Tamara CRIES OUT in ecstasy.,1
AFTERMATH,2
"Tamara stares into the fire, her body wrapped around Conan's.",1
She gently caresses the notched scars cut into his arm.,1
TAMARA,2
"I've only ever heard you speak of what you'd die for, Conan.",3
What would you live for?,3
"Conan, his eyes closed, keeps them shut.",1
CONAN,2
Do you ever tire of talking?,3
"Let me rest, woman.",3
Tamara reaches down between Conan's legs.,1
His eyes open.,1
TAMARA,2
I thought that may work.,3
Conan growls and pulls himself atop Tamara.,1
"Looking down at her face, her hair loose and wild, she's beautiful in the soft glow of the firelight.",1
TAMARA,2
"I see you clearly now, finally, after all this time.",3
(she kisses him deeply),3
"I would be that which you live for, Conan, if you would have me.",3
"You may have faith in nothing, Conan -- but I have faith in you.",3
Conan lowers himself back down upon her.,1
DISSOLVE TO:,0
EXT.,5
MOUNTAIN RIDGE,5
DAY,6
"Conan powers his way to the top of a high ridge, spotting down in the vista below:",1
KHOR KALBA,2
"Surrounded on three sides by the coastline, the stone fortress of Khalar Singh rests on a plateau, overlooking a bustling, tented city below.",1
"Conan spots a long CARAVAN of packed camels working their way towards town, driven by DESERT TRADERS from Shem.",1
CONAN,2
"We'll slip in, along with those traders.",3
"But you'll need a change of clothes, those monks' robes will draw attention.",3
Tamara looks down at her loose-fitting robes.,1
TAMARA,2
What will I wear?,3
EXT.,5
KHOR KHALBA,5
ENTRANCE,5
DAY,6
"The caravan rides up to the walled entrance to the city, guarded by Khalar's troops.",1
"Blended in amongst the others, Conan now wears the elaborate head scarf and clothes of Shemish traders, obscuring all but his eyes.",1
TAMARA,2
"Tamara is dressed like a Shemish serving girl, her taut body barely covered by silken drapings.",1
"She glares at Conan, miserable.",1
TAMARA,2
I don't understand why I couldn't be dressed as you are.,3
I look like a whore.,3
CONAN,2
And what better disguise for a monk?,3
Conan tugs on the rope for the camel to move faster.,1
The Camel BRAYS and rears.,1
"Conan yanks harder and the camel flies forward, its eyes wide.",1
Conan meets its eye.,1
CONAN,2
"Do not test me, beast.",3
TAMARA,2
Is there not a living thing you can be at peace with?,3
"They ride into the city, past the troops.",1
EXT.,5
KHOR KHALBA CITY,5
ENTRANCE,5
DAY,6
"Conan and Tamara walk through the town's teeming market, a otherworldly bazaar replete with animal sacrifices, veiled faces and not a hint of morality.",1
STRANGER,2
"A FIGURE, his form hidden beneath a cloak, spots Conan and Tamara as they enter, and begins to follow them.",1
WOODEN PLATFORM,2
The city ends at the sheer cliff wall at the bottom of the plateau.,1
"There stands a WOODEN PLATFORM that is lowered by a massive winch, unloading a cavalry regiment and then raising back up to the fortress above.",1
CONAN,2
It's probably only way into Khalar's fortress.,3
"I'm sure it is heavily guarded at all times, day and night.",3
TAMARA,2
So we must try to scale the cliff.,3
CONAN,2
And dodge arrows as we do so?,3
Conan motions up to the winch.,1
Standing beside it are a half dozen of the four-armed ARCHERS.,1
CONAN,2
"During the day, we'd easily be spotted on the climb.",3
And it would be useless to even attempt at night.,3
"No, we must find another way.",3
STRANGER'S POV,2
"As Conan continues around the base of the mesa, the Figure following Conan is joined by TWO OTHERS.",1
ALLEYWAY,2
Conan and Tamara reach a less crowded area of the village when a VOICE rings out behind them.,1
VOICE ,2
Halt.,3
"Conan spins, sword at the ready.",1
"From out of the shadows comes a pair of MEN, their beady eyes fixed on Tamara.",1
CONAN,2
Thieves.,3
You'll regret finding me.,3
VOICE ,2
I think not.,3
"From out of the shadows steps the ONE-EYED THIEF, the same one who Conan saved from Lucius' beatings.",1
ONE EYED THIEF,2
It took longer than you think to cut this out of Lucius' stomach.,3
"After all that work, I figured I'd keep it -- for old times' sake.",3
INT.,5
THIEVES' TAVERN,5
AFTERNOON,6
"He smiles at Conan, lifting a KEY from a rope around his neck A rundown hall, built beneath the city.",1
Wooden supports hold up the buildings of the entire city block overhead.,1
"And within the hall, a gathering of THIEVES and ROGUES.",1
"They're a flinty collection, many of them missing fingers or even hands, evidence of Khalar's cruel justice.",1
"They eat and drink, sharing tales and tips, WENCHES and SERVING WOMEN their cautious eyes following the Cimmerian outsider.",1
"The One Eyed Thief takes them to an open table, and immediately three of the serving women descend upon Conan, caressing him.",1
"Tamara watches this, jaw dropped, and manages a COUGH, even as a SERVING GIRL delivers mead to the table.",1
"Conan just smiles as he enjoys the silky bodies of the nubile women, their breasts practically framing his face.",1
CONAN,2
What?,3
Do you wish to join in?,3
CUT TO:,0
"Conan cleans mead from his face, scowling at Tamara, as the One-Eyed Thief uses the tabletop to explain the fortress.",1
ONE EYED THIEF,2
so you were right about the platform.,3
You'll be long dead before you make it top.,3
Same with scaling the cliff.,3
There's no known way to break into the fortress.,3
CONAN,2
So that's it?,3
ONE EYED THIEF,2
I didn't say that.,3
I just said there's no known way in -- because no one has ever tried to.,3
But breaking out -- that's another story.,3
"It's not much easier, but it's possible.",3
The One Eyed Thief offers the same gap-toothed grin.,1
ONE EYED THIEF,2
You just need to find someone crazy enough to show you the way.,3
INT.,5
SEWERS,5
NIGHT,6
"Tamara is the last to follow Conan, the One Eyed Thief and the three THIEVES from before down a short ladder.",1
"Below lies a darkened catacomb, lit only by their torches.",1
ONE EYED THIEF,2
"These catacombs run underneath the entire city, even to the cistern that drains out from the fortress dungeon.",3
Tamara's foot drops into knee high water.,1
She immediately grabs her nose.,1
TAMARA,2
Catacombs?,3
You mean sewers.,3
ONE EYED THIEF,2
Piss and shit are the last things you need to worry about down here.,3
"Tamara eyes the muddy water, nothing visible beneath its murky surface.",1
INT.,5
OTHER SEWERS,5
NIGHT,6
"The group wades through the water, single file.",1
Conan notices HIEROGLYPHICS and carvings on the wall of the catacomb.,1
"Massive creatures of the sea, dark sorcery, ritual sacrifice.",1
CONAN,2
What is it?,3
TAMARA,2
A warning.,3
These catacombs are connected to the sea.,3
It says that the beasts of Acheron protect its secrets.,3
CONAN,2
Not from me.,3
"Conan presses on, into the darkness.",1
INT.,5
CISTERN,5
NIGHT,6
"The catacomb widens out to a giant circular cistern, its walls rising up high into the darkness.",1
"As the torches bring light to the space, we see HUNDREDS OF DEAD, ROTTING BODIES.",1
"As Conan and Tamara walk forward, the One Eyed Thief and the other stop at the entrance.",1
ONE EYED THIEF,2
"Sorry, friend.",3
We stop here.,3
We've heard too much about what lies within to go any further.,3
Conan simply nods and the thieves depart.,1
"Conan raises his torch, illuminating the near wall.",1
TAMARA,2
Where now?,3
CONAN,2
Around.,3
Up.,3
"Conan heads off one direction, leaving Tamara to navigate the other half.",1
Her torch illuminates the grizzly path ahead.,1
She inhales deeply and takes her first step.,1
CONAN,2
"Following the slick wall, he passes many DEAD BODIES, but only one catches his eye.",1
He stops before it.,1
DEAD WARRIOR,2
"Nothing more than a skeleton, picked clean by the rats.",1
"But he still bears his leather armor, and a horned helmet that resembles his father's own.",1
Conan takes the helmet and places it on his head.,1
It fits perfectly.,1
TAMARA,2
Tamara is gingerly making her way through the knee high sewage water and the dead bodies submerged within.,1
TAMARA,2
Oh!!!,3
"Tamara leaps up, swinging the torch down towards the water.",1
"Conan, nearby, unsheathes his sword.",1
CONAN,2
What?,3
TAMARA,2
Something touched me.,3
Something slimy.,3
"Conan walks over, the torchlight revealing something on Tamara's leg.",1
"It's a SLUG, which he flicks off.",1
CONAN,2
Crom!,3
Stop wasting time.,3
"But when Conan steps forward, something ROILS THE WATER right before him.",1
He spots a HUGE TENTACLE just before its submerges back into the water.,1
CONAN,2
Crom indeed.,3
"Then Tamara SCREAMS as another tentacle rises up from the water, wrapping around her waist.",1
Tamara grabs hold of the wall as the tentacle tries to pull her underwater.,1
"Conan immediately SLASHES the tentacle, pulling Tamara away.",1
"The squirming decapitated tentacle squirts black blood everywhere, the knee high water seems to come alive with roiling intensity.",1
"Conan spins, finding a circular stone staircase tiled into the far cistern wall.",1
CONAN,2
Let's go.,3
EXT.,5
CIRCULAR STAIRWAY,5
CISTERN,6
"As they work their way up the circular stairwell, towards a thin shaft of firelight up ahead.",1
INT.,5
DUNGEON,5
NIGHT,6
"Carved out of solid black rock, both sides of the broad corridor are occasionally punctuated by thick steel doors, leading to prison cells.",1
"Conan and Tamara emerge from a sewer drain, pushing their way to the floor of the hallway.",1
"The heavy darkness presses in on Conan's torch like a sentient, animate thing.",1
"The floor of the corridor is lined with DEAD BODIES, in varying states of decay.",1
"There are buckets, filled with entrails and feces, upended.",1
Tamara put her hand over her mouth.,1
Conan continues down the hallway.,1
He and Tamara begin to hear the sound of EERIE CHANTING.,1
TAMARA,2
What is that?,3
"Up ahead, the torch-lined dungeon plunges into darkness as the torches end.",1
"Conan holds up his own torch, struggling to peer into the black void.",1
CONAN,2
Nothing good.,3
Conan takes a step forward when suddenly a POWERFUL WIND blows out his torch.,1
GATE,5
WHISTLING DOWN AND CRASHING INTO THE GROUND.,6
"A moment later, there's the sound of A In the darkness, comes a DEEP, EARTHY CHUCKLE.",1
VOICE ,2
Welcome.,3
"A HOST OF OIL LIGHTS SUDDENLY COME UP, revealing that the gate that closed behind them was actually just a door to a vast CAGE built around a massive PIT.",1
INT.,5
THE PIT,5
NIGHT,6
"The same pit where Fariq sacrificed the female monk, only now, a half dozen COMBATANTS stand on the grid above the void.",1
"Hanging high above the pit, in baskets, lie other PRISONERS, including Tamara's fellow female monks.",1
Several of them YELL out Tamara's name as they see her.,1
"And watching everything, from an amphitheater above the cage, is the massive Akhun and several of his slavers.",1
AKHUN,2
"Which ever one of you slaves gets me the girl, lives.",3
"The Combatants all close in on Conan and Tamara, each taking a different plank way to get to them.",1
CONAN,2
(TO TAMARA),4
Stay behind me.,3
"Tamara steps behind Conan, who blocks the others' path to her.",1
CONAN,2
Who dies first?,3
"The first two COMBATANTS attack as one, the first wielding a short sword, the other a pike.",1
"The pikeman thrusts first, Conan deftly stepping aside, then pulling the pike, sending the wielder off balance and into the abyss.",1
"The prisoner with the short sword doesn't fare much better, as Conan evades his swipe and decapitates him with a single blow.",1
TAMARA,2
Tamara sees that the prisoner baskets are suspended by the top half of the metallic cage.,1
"She begins scaling the cage, her eyes set upon the imprisoned monks.",1
CONAN,2
Three more COMBATANTS step in to replace the fallen duo.,1
"Conan readies himself as the first one steps up, only to have the combatant suddenly grabbed by a ENORMOUS TENTACLE, much like the one Conan cut through earlier.",1
TENTACLED MONSTER,2
"Up from the darkness of the pit comes a gargantuan monster; a gigantic octopus-like behemoth, with multiple tentacles that feed a pulsing black orifice lined with razor sharp teeth.",1
"The creature reaches out and grabs another SCREAMING combatants, lowering him to its mouth and devouring him in its gnashing maw.",1
"The creature reaches for Conan, who ducks underneath the tentacle, the slices it off.",1
He immediately turns back to check on Tamara -- and he discovers she's not there.,1
"He looks up to see Tamara scaling the cage, now nearly fifty feet directly above him.",1
CONAN,2
Crom!,3
AKHUN,2
The massive warrior spots Tamara getting close to the prisoner baskets and motions to his two Jailers.,1
AKHUN,2
Get her!,3
TAMARA,2
"She's reached the base of the chain supporting one of the baskets when she spots the two Jailers closing in, climbing towards her from either side.",1
CONAN,2
"Spotting Tamara overhead, Conan tries to keep beneath her, evading the swarming tentacles while balancing on the rickety planks.",1
TAMARA,2
She's scaling down the basket supporting chain when the first Jailer reaches out to grab her.,1
"She reacts by GASHING his eyes, and as he instinctively grabs them, he FALLS TOWARDS THE PIT.",1
CONAN,2
"Conan barely dives out of the way as the fallen Jailer SMASHES through the plank he was on, forcing Conan to jump to another.",1
"Just then another COMBATANT comes swinging for the Cimmerian, forcing him to defend while still not balanced.",1
TAMARA,2
"The next Jailer grabs her, pulling her off the cage.",1
He struggles to pull towards a nearby exit hatch when she BITES HIS EAR OFF.,1
"The Jailer drops Tamara, who SCREAMS as she falls.",1
CONAN,2
Conan spots Tamara plunging towards him.,1
"In one swift move, he SLASHES his opponent, ducks underneath a writhing tentacle, and reaches out to GRAB TAMARA BY THE ARM AS SHE FALLS.",1
"His shoulder nearly pops out, but he manages to hold onto Tamara.",1
TAMARA,2
"She swings above the chasm, the gnashing teeth of the monster below her.",1
Only a single splintering plank holds her and Conan aloft.,1
CONAN,2
"With a grunt, he swings Tamara and throws her to safety, at the edge of the pit.",1
"But as he gets to his feet, he spots the massive Akhun entering the arena.",1
AKHUN,2
The giant warrior grins as he boards the same plank as Conan.,1
"He thrusts his thunderous legs down, causing the plank to bend and warp.",1
"Conan struggle to balance on the undulating plank, but his training in Cimmeria serves him well.",1
"Akhun smiles and step closer, again thrusting down with his legs.",1
"Conan's balance is thrown, but there's no other plank close enough for him to jump to.",1
AKHUN,2
You'll make a nice meal.,3
Cona,5
uses the momentum to SPRINGBOARD UP INTO AIR.,6
"Akhun steps down on the plank one last time, but this time Conan soars into the air, his cat-like reflexes keeping him focused as he lands right before the stunned Akhun.",1
"With one great slash of his blade, Conan eviscerates Akhun.",1
"Akhun's innards drop out of his belly as he falls into the abyss, only to be snapped up by the massive beast.",1
CUT TO:,0
INT.,5
ARENA OF THE PIT,5
LATER,6
Conan lowers down the last of the baskets.,1
"Tamara use a sword to smash open the lock, freeing the prisoners inside.",1
Tamara shares hugs of joy with the other monks of her flock.,1
"The women look worn, but unbroken.",1
TAMARA,2
Where is Ilira?,3
FEMALE MONK,2
She was taken away by Fariq.,3
TAMARA,2
Then I'm too late.,3
"One of the stronger looking women, an ELDER MONK, steps forward.",1
ELDER MONK,2
No.,3
She was just taken this morning.,3
"It's not yet midnight, and Khalar still must bring her to the cave of Acheron.",3
Tamara nods and the women begin to ARM THEMSELVES.,1
Conan shakes his head at the rag-tag group.,1
CONAN,2
You're going to fight Khalar's troops?,3
Just you?,3
"The Elder Monk grabs and nearby pike and twirls it expertly about her body, clearly well versed in it use.",1
TAMARA,2
Cimmerians aren't the only women who know how to fight.,3
And to kill.,3
Tamara looks at the other monks.,1
TAMARA,2
Our duty was to keep the queen safe.,3
We failed.,3
"But if Khalar brings her to Acheron, it will rise again -- and all our peoples' sacrifice is for nothing.",3
(MORE),4
TAMARA,2
So if the queen is not free by the stroke of midnight -- she must be already dead.,3
The other monks nod and they start to head off.,1
"Tamara is the last to head off, her eyes burning into Conan's.",1
CONAN,2
You want my help again.,3
TAMARA,2
No.,3
"You kept your word, I'll keep mine.",3
I pray you fulfill your debt.,3
Tamara kisses Conan's cheek one last time and heads off.,1
INT.,5
CATACOMBS,5
NIGHT,6
"The monk travel in single file, the Elder Monk leading the way.",1
"Suddenly, she stops, motioning to an entranceway ahead.",1
ELDER MONK,2
(WHISPERING),4
Guard.,3
TAMARA,2
(WHISPERING),4
Don't kill him.,3
We need to find out which way Ilira was taken.,3
The Elder Monk nods and slips up ahead.,1
We hear a SMASH.,1
INT.,5
CATACOMB ENTRANCEWAY,5
NIGHT,6
The stunned GUARD lies before the assembled monks.,1
Tamara glares down at him.,1
TAMARA,2
Tell us where the last girl was taken.,3
The Guard just LAUGHS at them through bloody teeth.,1
CONAN ,2
Let me ask.,3
The Guard's face drops as Conan steps out from the darkness.,1
TAMARA,2
CONAN,2
Your debt -- Will be where your queen is.,3
Tamara smiles.,1
She knows it is a half truth.,1
INT.,5
FORTRESS,5
THRONE ROOM,5
NIGHT,6
"As Conan and the monks enter, the throne room is empty, scattered light barely illuminating the expansive chamber.",1
"Ilira sits on the throne, crown on her slumped head.",1
Tamara runs over to her.,1
TAMARA,2
Ilira!,3
"She raises Ilira's head, only to discover lifeless eyes.",1
Tamara cradles her best friend's face.,1
TAMARA,2
She's dead.,3
It's over.,3
VOICE ,2
Not yet.,3
"Before the monks can react, ARROWS STREAK OUT FROM THE DARKNESS, killing them all.",1
Only Conan is quick enough to dodge his arrow by diving aside.,1
"When he comes up, Khalar has Tamara, his sword at her neck.",1
"Several ARCHERS stand behind him, at the ready.",1
KHALAR SINGH,2
It's only begun.,3
Because that one was not the heir to Acheron.,3
Khalar smiles down at Tamara.,1
KHALAR SINGH,2
She is.,3
"Slowly, what he's saying dawns on her.",1
TAMARA,2
No.,3
KHALAR SINGH,2
"It can't be -- Secretive, the traitors of Acheron.",3
"It wasn't easy, but Fariq finally wrung honesty from the girl.",3
"That poor innocent was forced to live a lie, even as the truth was kept from the queen herself.",3
(MORE),4
KHALAR SINGH,2
(TO CONAN),4
"And you did the rest, barbarian.",3
My thanks for delivering the Queen to me.,3
TAMARA,2
No!,3
"Suddenly, a trap door opens beneath Conan and drops down in the darkness, landing with a heavy THUD.",1
INT.,5
FORGE,5
NIGHT,6
Conan awakens to the familiar sound of a hot blade SIZZLING as it hits the cooling vat.,1
"But this is no dream of his father's forge -- as he looks up to see Fariq holding a sword, its tip still red hot, the flames of the fortress's forge behind him.",1
"Conan's thrusts forward, only to find his armed chained around a heavy mortar and stone pillar.",1
Fariq strokes his newly acquired scar.,1
FARIQ,2
"At last you awaken, Cimmerian.",3
It's been hours you've made me wait for my fun.,3
"Conan says nothing, but his eyes scan the room, taking in everything.",1
FARIQ,2
You made me lose face in front of my father.,3
That wasn't wise.,3
But what should I expect from a Cimmerian?,3
CONAN,2
A swift end!,3
"Conan strains at the chain, ripping the skin beneath his",1
shackles -- but a thin wisp of mortar comes loose from the pillar.,1
FARIQ,2
Hardly.,3
But that is a difference between you and me.,3
A swift end would be a mercy I do not intend to grant.,3
"No, you must suffer for your transgressions.",3
(MORE),4
FARIQ,2
You must beg for your suffering to end.,3
Just as your people did.,3
He waves the glowing sword tip in front of Conan's face.,1
CONAN,2
You lie.,3
I was there.,3
My father never uttered a sound.,3
"Fariq LAUGHS, amused.",1
FARIQ,2
You were there?,3
"What were you doing, warrior?",3
"Watching your father die, without saying a sound?",3
"Taking your eyes will be justice indeed, coward.",3
Fariq pushes the hot tip of the sword against Conan's skin.,1
"Conan's face reddens with pain, but he doesn't utter a sound.",1
But as Conan pulls on his chains -- more mortar falls.,1
"As Fariq turns back to place the sword in the forge, Conan notices one of the bricks the chains are fastened to is LOOSE.",1
CONAN,2
I saw my father die.,3
Slain by one who can only kill men already on their knees.,3
"Fariq turns, his eyes blazing.",1
"He glances over at the two GUARDS by the door, who try not to listen.",1
FARIQ,2
"I've killed many in battle, cur.",3
CONAN,2
Really?,3
"Then why did your father not let you face me before, when I had sword in hand.",3
He thought you unequal to the task.,3
Fariq responds by pushing the red hot blade against Conan's chest.,1
Conan just YELLS back at him.,1
CONAN,2
Coward!,3
Prove your strength!,3
"Again, Fariq pushes the hot blade against Conan's skin.",1
CONAN,2
"Take my eyes, coward -- if you can.",3
Fariq yells and thrust the tip of the sword at Conan's head.,1
"Conan lifts his manacles, forcing the blade up into the brick holding his chain.",1
"Then Conan pulls on the chains with all his might, loosening the heavy brick, which falls to the ground.",1
"In one powerful movement, Conan begins SWINGING the chain with the mortar block on the end, a homemade ball and chain.",1
"The two Guards come forward, sword drawn, only to meet with a CRUNCHING blow by Conan's weapon.",1
Both their heads get caved in.,1
"Fariq rushes Conan, getting in too close for Conan's wide swings.",1
"Conan simply meets Fariq's sword with the heavy chains, then encircles Fariq's neck with the steel bonds.",1
"Fariq CHOKES, falling to the ground, gasping for air.",1
But Conan doesn't kill him -- yet.,1
THE FORGE,2
A vat of molten steel bubbles in a cauldron within the forge.,1
Conan uses tongs to lift the cauldron out.,1
FARIQ,2
Conan kicks him onto his back.,1
"Fariq's last vision is that of Conan, tipping the cauldron, the hot iron descending toward his eyes.",1
Fariq SCREAMS.,1
Conan reaches down and picks up Fariq's sword.,1
THE SWORD CONAN'S FATHER MADE FOR HIM.,1
EXT.,5
SEA PENINSULA,5
NIGHT,6
"By torchlight, Khalar Singh leads his black-armored PERSONAL GUARD, two dozen men strong, across a rocky peninsula, jutting out into the sea.",1
"On the back of Khalar's horse, bound, rides the helpless Tamara.",1
As they round a large rock spire they spy a fearsome and awe inspiring sight.,1
"A massive SKULL, seemingly a natural rock formation, rises over the peninsula.",1
"As they ride closer, we can make out one more detail -- the mouth of the skull is actually a massive door, at least sixty feet high, and seemingly made up of jagged bone.",1
"It has the appearance of teeth, completing the skull illusion.",1
INT.,5
ACHERON CAVE,5
NIGHT,6
It takes the full complement of soldiers to open the enormous doors.,1
Khalar Singh rides in.,1
Moonlight from the huge eyes of the skull illuminate terrifying faces in the darkness.,1
Faces of demonic warrior statues.,1
"At their feet lie the decaying bones of human skeletons, too numerous to count.",1
TAMARA,2
"This is no empire, only a graveyard.",3
KHALAR SINGH,2
You see only with your eyes.,3
Khalar nods to his men.,1
Two Guardsmen take their torches and light other torches set in the walls.,1
It sets off a chain reaction.,1
As far as the eye can see torches ignite revealing the true scope of this place.,1
"An enormous cave, the walls lined with monumental columns that frame countless bas relief carvings of demonic origin.",1
"And at the far of the cave, an ALTAR sits beneath a raised THRONE, surrounded by a SACRIFICIAL POOL.",1
The pool is empty.,1
Khalar turns to his guards.,1
KHALAR SINGH,2
Close the gates and stay here.,3
Send my son to me when he arrives.,3
(motioning to two of them),3
"You two, come with me.",3
THE ALTAR,2
"Khalar dismounts at the sacrificial altar, carved of out of purple-shaded rock.",1
"Around its edges are deep channels, for the blood of its victims.",1
And on its four corners -- shackles of bone.,1
KHALAR SINGH,2
"The Acheronians had a wonderful sense of balance, don't you think?",3
"For one to ascend to royalty, another must fall.",3
"With the flick of a wrist, Khalar cuts Tamara's bonds.",1
"Tamara head butts him, struggling to escape, but Khalar absorbs the blow effortlessly.",1
"He throws Tamara upon the altar, his two guards shackling her in place.",1
KHALAR SINGH,2
"For a hundred generations the kings of Acheron were crowned, and the queens were sacrificed.",3
"Khalar snaps his fingers and two guardsmen bring an ornately carved BOX MADE OF BONE, laying it before the altar.",1
"Like a Chinese puzzle box, Khalar manipulates the carvings of skulls, sacrifices, and creatures until the box UNLATCHES.",1
And from the box he lifts two items.,1
A CROWN OF GOLD and A CROWN OF IRON.,1
"The crown of gold is magnificent, ornately detailed gold that glows in the firelight.",1
But the crown of iron is terrifying.,1
Huge rough spikes extend from it in every direction.,1
It looks more like a weapon than a crown.,1
KHALAR SINGH,2
What a day for you.,3
This morning you were a handmaiden.,3
"Tonight, you are a queen giving birth to an empire.",3
CUT TO:,0
EXT.,5
CAVE ENTRANCE,5
NIGHT,6
"Bloodied and weary, Conan approaches the Skull Rock.",1
"He has nothing more than his sword, his loincloth and a small BURLAP SACK tied to his hip.",1
"He stumbles, falling to his knees.",1
His wounds have taken a grave toll.,1
Still he stands and presses on.,1
He pushes on the doors.,1
They do not budge in the least.,1
He,1
puts his shoulder to the doors -- his every muscle straining to their utmost.,1
Again -- no movement.,1
"Conan backs away, taking stock of the surroundings.",1
He climbs up the side of the rock.,1
INT.,5
ACHERON CAVE,5
NIGHT,6
Khalar Singh CHANTS in Acheronian.,1
"Ancient, harsh words, as he lifts the two crowns overhead, offering them to the statues of dark gods all around.",1
TAMARA,2
Stop.,3
You don't know what you are about to do.,3
KHALAR SINGH,2
But I do.,3
For thirty years I have dreamed of this day.,3
The day our people rise from the ashes.,3
Khalar Singh continues his chant and places the gold crown upon his head.,1
"As he does so, the light from the moon reflects off the crown, bathing the sacrificial pool in an unnatural glow.",1
THUMP-THUMP.,1
"A deep and foreboding sound echoes throughout the cave, shaking everything like an earthquake.",1
It sounds like the heartbeat of a giant.,1
Khalar next places the iron crown around Tamara's head.,1
She thrashes and struggles but to no avail.,1
THEM,5
ELVES INTO HER HEAD. She SCREAMS in agony.,6
Once the crown is around her head -- THUMP-THUMP!,1
"The spikes around the iron crown grow shorter AS THE SPIKES DRIVE Blood drips from beneath the crown, flowing into channels around the edges of the altar.",1
KHALAR SINGH,2
It begins.,3
You give birth to an empire.,3
EXT.,5
THE SIDE OF THE SKULL,5
NIGHT,6
Conan climbs -- muscles straining -- slipping -- hanging on by one hand -- and climbing again.,1
THUMP-THUMP.,1
"The statuary shakes, indeed the whole earth does.",1
"Conan nearly slips, but keeps his grip.",1
CONAN,2
Crom.,3
He reaches the eye of the skull.,1
REVERSE ANGLE,2
"With the moon over his shoulder, Conan stares down at the unholy sight before him.",1
"We pull back revealing Tamara, her blood draining from her body.",1
INT.,5
ACHERON CAVE,5
CONTINUOUS,1
"Tamara, her face pale from blood loss, begins to pray in pained whispers.",1
KHALAR SINGH,2
It's good that you pray.,3
Gods will be here soon.,3
"Tamara struggles to speak, her body wracked with pain.",1
TAMARA,2
He'll--be---here--sooner.,3
KHALAR SINGH,2
Who?,3
CONAN ,2
Me!,3
"Khalar turns to see the outline of Conan, framed by the moonlight, looking down at Khalar from atop of one the warrior statues.",1
"A thick vine dangles nearby, Conan's route down from the cave roof above.",1
Conan then leaps down to the skeleton covered floor before the altar.,1
It is a killing floor.,1
"The two Guardsmen leap for him, but Conan dispatches them with a pair of strikes.",1
Both fall down dead.,1
"Conan meets Tamara's eyes, a look of determination, assurance.",1
He starts toward the altar.,1
KHALAR SINGH,2
"I will say this for you, barbarian.",3
You are hard to kill.,3
CONAN,2
Let her go.,3
KHALAR SINGH,2
You've faced me before and lost.,3
What do you think has changed now?,3
CONAN,2
My purpose.,3
"Conan lunges for Khalar, their swords meeting with a flash of sparks.",1
"They fight to a brief standstill when ---THUMP, THUMP.",1
THE ALTAR,2
