sentence,label
JACK,2
Bear three points starboard.,3
"AnaMaria turns the wheel, adjusting course.",1
The ship leans into the new direction.,1
"Jack looks down - ON THE COMPASS where the indicator spins, reverses, settles on northeast.",1
JACK,2
Six points port!,3
"AnaMaria frowns, but follows the order, turns the wheel back, and the ship responds.",1
"Will works on deck, coiling a rope but he watches Jack and AnaMaria, clearly not happy.",1
Gibbs hobbles up.,1
GIBBS,2
"Left handed-ropes are coiled against the sun, or it's bad luck!",3
(twirls a finger),4
Anty-clockwise.,3
Gibbs takes over the task.,1
The ship shifts course again.,1
Will has had enough.,1
WILL,2
How do we expect to find an island no one can find with a compass that doesn't work?,3
GIBBS,2
"Now, lad, just because it don't point north don't mean it don't work.",3
(voice low),4
"That compass gives bearings to the Isla de Muerta, wherever it may lie.",3
WILL,2
Really?,3
(moves closer),4
So ... what's the story on the pistol?,3
"Gibbs settles in, happy to have a willing listener.",1
GIBBS,2
I'll tell lee.,3
"Now, Jack Sparrow has an honest streak in him, and that's where the whole problem starts.",3
This was when he was Captain of the Black Pearl -,3
WILL,2
What?,3
He never told me that.,3
GIBBS,2
"Ah he's learned, then.",3
Plays things more close to the vest.,3
"See, Jack was a cartographer, back in Old England.",3
Somehow I he came by the money to commission the Pearl.,3
"Hired himself a crew, promised each man an equal share.",3
(lowers his voice),4
"So, they're forty days out, and the First Mate says, everything's an equal share, that should mean the location of the island, too.",3
So Jack gave up the bearings.,3
(shakes his head),4
"That night, there was mutiny.",3
"Gibbs voice is a whisper, now, so Will has to lean closer.",1
GIBBS,2
Jack gave hisself up for the sake of his loyal crewmen.,3
"He was marooned on an island, left there to die.",3
WILL,2
How did he get off the island?,3
JACK,2
(loud),4
I didn't!,3
Will and Gibbs jump.,1
Jack is right there beside them.,1
JACK,2
"My body's still there, rotting away, and I am but a ghost!",3
Will and Gibbs aren't sure what to make of that.,1
Jack laughs.,1
GIBBS,2
How did you get off the island?,3
JACK,2
"Ah, that's a dark and unpleasant tale, best left untold.",3
He starts off.,1
WILL,2
Wait what about the pistol?,3
JACK,2
The pistol.,3
"When a pirate is marooned, Will, he's given a pistol with a single shot.",3
"No good for hunting, or surviving, really.",3
But after three weeks of starvation and thirst the option of that pistol begins to look good.,3
Jack lets this sink in.,1
"He pulls out the pistol, raises it.",1
JACK,2
But I survived.,3
And I still have that single shot.,3
It's meant for one man.,3
My mutinous first mate -,3
WILL,2
Barbossa.,3
"Jack shoots a glance at Will nods, and moves away.",1
EXT.,5
ISLA DE MUERTA - CAVE ENTRANCE,5
EVENING,6
"On Barbossa, face upturned.",1
No expression in his eyes.,1
"Around him a group of pirates, Elizabeth among them, stand as still as stones, in front of a dark cave opening.",1
"Their faces look upward, their total lack of movement disconcerting.",1
"Above the cave, on a hillock, the pirate Koehler gazes out toward the horizon.",1
"Slowly he TRANSFORMS, head-to-toe, from pirate to SKELETON- The MOON has climbed free of the storm clouds, rising large.",1
and full on the horizon.,1
The skeleton turns -,1
KOEHLER,2
"Moonrise, Captain!",3
First night of full.,3
BARBOSSA,2
Hah!,3
(to the pirates),4
Be mindful of pits and crevasses.,3
Stay together.,3
He takes a torch.,1
Moves into the cave.,1
The pirates follow.,1
INT.,5
ISLA DE MUERTE - CAVES,5
NIGHT,6
The group keeps together under the firelight.,1
The path leads between boulders on a slope downhill.,1
"From the echoes and shadows, it's clear the cave system must be huge.",1
Elizabeth glances over the torches illumine caverns off to the side and just the edge of a mound of coins.,1
"Clearly there is more, but the rest is lost in darkness.",1
"Twigg, gazing upward in wonder, moves a few feet away from the group.",1
Barbossa grabs him as he nears a chasm.,1
BARBOSSA,2
"Careful, mate.",3
"Fall down there, you'd die and miss Judgement Day for not even the Lord himself'll come look for you here.",3
"Barbossa lets go, and moves on, descending down, twisting and turning, but always down -",1
EXT. H.M.S. INTE,5
RCEPTOR,5
NIGHT,6
"Cotton pulls a sail line, looks out sees something.",1
"He lifts the parrot off his shoulder, strokes it along the back.",1
COTTON'S PARROT,2
Land HO!,3
Land HO!,3
LAND ho!,3
LAND ho!,3
"Indeed, the faint outline of Isla de Muerta is in the distance on the port side.",1
"Will stands, excited, jumps onto the rigging for a better look.",1
"But AnaMaria, at the helm, stares at Cotton, and the parrot.",1
ANAMARIA,2
How does he do that?,3
JACK,2
They'll be anchored on the lee side.,3
"Haul your wind, and keep to the weather of the island -",3
INT.,5
ISLA DE MUERTE - CAVES,5
NIGHT,6
Flickering torchlight.,1
Pirates stoop low to enter a cavern,1
-,0
"and revealed is the spectacular treasure of Isla de Muerta: overflowing ,chests of coins, gold and silver ingots, jewelry, objects d' art, jade and ivory, brightly colored silks, furniture, jewels and pearls; mirrors and swords -anything and everything of value that might be carried by ship, is here.",1
"The pirates move through, Elizabeth can't help but gaze in wonder.",1
ELIZABETH,2
The curse drove you to gather this?,3
BARBOSSA,2
Aye.,3
"And not a bit of it any use to us, only hoarded.",3
But it will drive us no longer.,3
"Elizabeth pauses, staring at herself in a jewel-encrusted mirror and then is pushed along by the pirates.",1
EXT.,5
ISLA DE MUERTE - LAGOON,5
NIGHT,6
The Interceptor lies at anchor in the distance.,1
"Closer, Jack and will row away from the larger vessel in a small longboat, toward the rocky shore.",1
The RUSH of a waterfall grows louder.,1
"Will looks: ahead of them is a black CAVE MOUTH, right at water level.",1
WILL,2
What's that?,3
JACK,2
Depends.,3
WILL,2
On what?,3
JACK,2
On whether the stories are all true.,3
"If they are, that's a waterfall that spills over at high tide, with a short drop to an underground lagoon.",3
If not -,3
"By now, the moving water tugs on the longboat, and they are sucked in --",1
JACK,2
"well, too late.",3
"The boat rushes forward, plunges into the darkness -",1
INT.,5
CAVES - UNDERWATER LAGOON,5
NIGHT,6
"the longboat takes a harrowing drop over a short waterfall ... but then lands safely in a gorgeous underwater lagoon, floats lazily toward a sandy shore.",1
JACK,2
Chalk one up for the stories.,3
"Will leaps out into the water, pulls the boat ashore -",1
INT.,5
CAVES - BED CAVERN,5
NIGHT,6
The pirate group reaches the end of a small chamber of mostly jewels and pearl piled around a large bed -,1
INT.,5
CAVES - MAIN CAVERN,5
NIGHT,6
"and then emerge into the largest cavern of all, also crammed with treasure, including several mountains of gold coins that reach the ceiling.",1
Treasure everywhere - Except for one spot in the center.,1
"A hole in the ceiling lets in a column of moonlight, which illumines: A stone chest, lid pushed back, decorated with carved Aztec glyphs, filled with gold coins identical to Will's medallion.",1
A sharp stone knife lies on top.,1
"In front of it, buried in the sand is a skeleton and this one doesn't look like it's going to move ever again, judging by the sword in its back.",1
A crab scurries away from it as the group approaches.,1
BARBOSSA,2
Here we stand before the cursed treasure of Cortez himself.,3
"Won by blood, it demands blood in return.",3
All eyes turn onto Elizabeth.,1
"Pintle takes the stone knife from the chest, approaches her.",1
"Elizabeth shrinks back, but is held by two other pirates.",1
Pintel grins.,1
Grabs her by the wrist.,1
"She turns her head away, shuts her eyes.",1
"Pintle raises the knife ... ... and then very carefully, daintily, uses just the sharp tip of the knife to just prick!",1
Elizabeth's finger.,1
"One tiny red drop of blood appears, and drips down onto the medallion.",1
"Elizabeth opens her eyes, surprised.",1
PINTEL,2
What did you expect?,3
"We're all gentlemen here, right and proper.",3
The pirates laugh.,1
"Barbossa takes the medallion, grins at Elizabeth.",1
BARBOSSA,2
You know the first thing I'm going to do after the curse is lifted?,3
(grins),4
Eat a whole bushel of apples.,3
"Barbossa approaches the chest, shining in the beam of moonlight.",1
BARBOSSA,2
"What was begun by blood, let blood now end!",3
He tosses the gold medallion onto the others.,1
"The pirates tense, waiting, expectant.",1
A long beat.,1
"They all look at each other, look at themselves.",1
Nothing happens.,1
KOEHLER,2
Did it work?,3
DEADEYE,2
I don't feel no different.,3
JACOBY,2
How do we tell?,3
"Barbossa frowns, draws his pistol, and SHOOTS the pirate next to him Jacoby square in the chest.",1
"Jacoby reacts in shock, grabs his chest ... but doesn't die.",1
KOEHLER,2
You're not dead.,3
JACOBY,2
No.,3
(realizes),4
He shot me!,3
TWIGG,2
It didn't work!,3
The curse is still upon us!,3
Barbossa searches his mind for an answer ... turns to Elizabeth.,1
BARBOSSA,2
You.,3
Maid.,3
Your father.,3
What was his name?,3
!,3
(grabs her roughly),4
Was your father William Turner?,3
!,3
Elizabeth takes time to smile before answering:,1
ELIZABETH,2
No.,3
The pirates cry out in alarm.,1
"Barbossa gathers himself, getting his rage under steely control.",1
BARBOSSA,2
Where's his child?,3
"The child that sailed from England eight years ago, the child who is the real owner of that medallion, the child in whose veins flows the blood of William Turner?!",3
Where?,3
"Barbossa SLAPS her hard across the face, sending her sprawling.",1
JACOBY,2
(to Pintel),4
You brought us the wrong person!,3
PINTEL,2
She had the medallion!,3
She's the right age.,3
She said her name was Turner!,3
TWIGG,2
(to Barbossa),4
You brought us here for nothing?,3
Barbossa whirls on him --,1
BARBOSSA,2
"If you had sailed with Morgan for ten years like I have, you'd know not to question me!",3
"Elizabeth sits up, watching the pirates argue, for a moment unnoticed.",1
"Suddenly, a scabbard comes down, right above her.",1
"Startled, Elizabeth looks up -- -- Will is at the top of a mound of coins, reaching down with his scabbard for her to grab onto.",1
"Elizabeth quickly leans forward, takes the bloodied medallion from the pile.",1
"Reaches back, grabs the scabbard.",1
Will pulls her up -,1
BARBOSSA,2
"If any coward here dare challenge me, let him speak!",3
"Any more talk, I'll chain ye to a cannon and send ye to the watery depths!",3
A sound catches his attention coins falling.,1
"He looks up, sees Will and Elizabeth at the top of the treasure stack.",1
"ATOP THE STACK, Will grabs a large shield, flings them forward the two ride down the mountain of coins on the far side, slide through a small opening -",1
INT.,5
ISLA DE MUERTE - SMALL CAVERN,5
NIGHT,6
"Behind them, loose coins from their slide come down in an avalanche, sealing the entrance.",1
"Elizabeth jumps up, silver platter in hand, ready to swing -Jack catches her before she can do any damage.",1
They recognize each other.,1
ELIZABETH,2
You?,3
!,3
JACK,2
Me!,3
ELIZABETH,2
You're in league with Barbossa!,3
JACK,2
"No, I'm rescuing you.",3
Elizabeth can't comprehend that one.,1
ELIZABETH,2
You?,3
!,3
Will gains his footing in the rubble.,1
WILL,2
Miss Swann!,3
We're here to rescue you!,3
"(sounds of pursuit,",4
approaching),4
It's going badly!,3
JACK,2
This way!,3
"They race off, toward a bit of moonlight -",1
EXT.,5
ISLA DE MUERTE,5
NIGHT,6
The three climb up a dark crevasse that leads out onto the island.,1
"Will takes Elizabeth's hand, helps her.",1
WILL,2
I'm glad we got here in time.,3
ELIZABETH,2
Truthfully you were a bit late.,3
JACK,2
"The trick isn't getting here, it's getting away.",3
"As if on cue, they hear the yells of pirates, coming closer.",1
They take off -,1
EXT.,5
ISLA DE MUERTE - CLEARING,5
NIGHT,6
"The three race through the rocks, the sounds of pursuit close behind.",1
Suddenly Jack stops.,1
ELIZABETH,2
Come on!,3
JACK,2
No.,3
This won't work.,3
(a quick decision),4
"I'll stay behind, and fight them.",3
You go on.,3
Will and Elizabeth stare at him.,1
WILL,2
No.,3
JACK,2
I'll lead them away.,3
The sounds are closer.,1
JACK,2
"Go to the opposite end of the island, and signal the ship.",3
I'll keep 'em busy.,3
WILL,2
Are you sure?,3
Jack this is not something you have to do.,3
JACK,2
I'm sure.,3
"When you've led the kind of life I have, there are debts that must be paid.",3
Maybe I can balance the scales a little.,3
"Will nods, hesitates... gives Jack his sword now Jack has two, ..one for each hand.",1
Elizabeth gives him a quick kiss.,1
"Will and Elizabeth race away, and are gone.",1
"Jack watches them for a moment, turns to face the pirates.",1
"He sticks the two swords in the ground, crossed.",1
Leans casually against a rock.,1
"A group of pirates round a corner, cutlasses drawn, ready to fight but Jack raises his hand.",1
JACK,2
"I invoke the right of parlay, according to the Code of the Brethren, set down by the pirates Morgan and Bartholomew...",3
EXT.,5
ISLA DE MUERTE,5
NIGHT,6
"Jack stands before Barbossa, surrounded by pirates.",1
Jack has a wide smile on his face and Barbossa doesn't like it.,1
BARBOSSA,2
"I'm inclined to kill you now, Jack Sparrow, without so much as a word, if you don't lose that grin from your face.",3
Jack's smile remains.,1
Barbossa puts a hand to his cutlass -,1
JACK,2
"The woman's blood didn't work, did it?",3
Barbossa hesitates.,1
JACK,2
"I know who's blood you need, to end the curse.",3
BARBOSSA,2
"Say the name, or I slit your throat.",3
JACK,2
No you won't.,3
Barbossa nods.,1
"Pintel steps forward, puts a blade to Jack's throat.",1
Jack's smile widens.,1
PINTEL,2
Now?,3
BARBOSSA,2
Now.,3
(Pintel grins),4
"No, don't kill him.",3
"Surprised, Pintel lowers his cutlass.",1
Jack's expression hasn't changed.,1
BARBOSSA,2
Allow me the humor of listening to your terms.,3
JACK,2
Simple.,3
I have something you want more than anything.,3
The way to free you from the curse of the treasure.,3
You have something I want more than anything.,3
BARBOSSA,2
The Pearl?,3
(laughs),4
"Oh, that's fine.",3
And just how do you expect this to work?,3
JACK,2
You give me the Pearl.,3
Then I tell you who you need.,3
"Barbossa stares at him, incredulous.",1
BARBOSSA,2
That's your offer?,3
"You, sailing away nice and pretty with the Black Pearl, and all I have is a name?",3
JACK,2
That's right.,3
BARBOSSA,2
I'm supposed to ... trust you?,3
The pirates laugh.,1
JACK,2
I'm a man of my word.,3
The pirates laugh louder.,1
JACK,2
"You see, I've got this honest streak in me in its own way, a sort of curse.",3
"Oh, and there's the fact that you have no choice.",3
BARBOSSA,2
I'll torture it out of you.,3
JACK,2
You left me on a desert island what worse can you do?,3
"Jack is still smiling, intentionally smug now.",1
"Barbossa sees his options dwindling, begins to pace.",1
BARBOSSA,2
Blast you!,3
I'll throw you in prison.,3
JACK,2
Wait as long as you like.,3
BARBOSSA,2
"You're setting me up for a double cross, you with the ship, and me with nothing more than your word!",3
JACK,2
Let's say I tell you the wrong person.,3
What would you do?,3
BARBOSSA,2
Track you down and -,3
He sees where Jack is headed.,1
JACK,2
"And if I tell you the truth, you become mortal, and you won't come near me because you know I'd kill you.",3
Barbossa hesitates.,1
"The pirates are amazed at how the tide has turned; Barbossa has gone past considering the idea, and might even do it.",1
BARBOSSA,2
"Jack, I don't trust you, and that's a fact.",3
"Never trust a smiling man, you can lay to that.",3
JACK,2
"See, that's where we're different.",3
I trust you ... to do what it takes to get what you want.,3
BARBOSSA,2
"You're playing this as close to the edge as any man, I'll give you that.",3
"(decides, smiles)",4
"We might just have to sign articles, you and I. Jack, you're a pirate at heart, that's certain.",3
Jack nods.,1
BARBOSSA,2
Pintel ... set sail.,3
"If this fool plan is to work, we'll need the medallion, and that means catching the ship which brought 'em here.",3
Jack is caught completely off guard.,1
"For the first time, his smile fades.",1
JACK,2
What you don't have the medallion?,3
BARBOSSA,2
That fool woman took it.,3
"You be careful around her, Jack she's pretty enough, she'll steal your heart but pure evil inside.",3
JACK,2
I'll watch my back.,3
BARBOSSA,2
Bosun!,3
"Set up Mr. Sparrow's quarters, nice and fine ... in the brig.",3
"(to Jack, a smile)",4
"Meaning no disrespect, of course.",3
"Jack nods, and is taken away.",1
"Barbossa stares after him, not hiding his mistrust.",1
EXT. INTE,5
RCEPTOR,5
DAY,6
"At full sail, headed out to sea.",1
"Gibbs glances at Elizabeth and Will, talking alone on the forecastle shakes his head.",1
GIBBS,2
Two women on board?,3
A man don't have to be superstitious to know that's trouble.,3
"Elizabeth holds the medallion, and finishes her tale:",1
ELIZABETH,2
... you were in danger ... so I took the medallion.,3
And I've kept it ever since.,3
"They thought I was you, that they needed my blood.",3
And it didn't work.,3
She hands him the medallion.,1
WILL,2
Why would my father send this to me?,3
ELIZABETH,2
To keep it away from them?,3
"No pirate would sail to London, for fear of Execution Dock.",3
WILL,2
If I had known-,3
ELIZABETH,2
(anticipating him),4
then we never would have met.,3
Will nods.,1
They hold each other's gaze a moment.,1
"Will turns away first, leans on the rail.",1
"Looks out to sea, back the direction they came.",1
WILL,2
I can't believe he would make such a sacrifice for us.,3
ELIZABETH,2
I guess you can never truly know someone else's heart.,3
"Will glances at her, and nods.",1
"AT THE HELM, Gibbs peers forward, scanning the horizon.",1
There is a tiny island in front of them.,1
GIBBS,2
"Shift your heading, steer clear of that island.",3
Fifteen degrees starboard.,3
"On the aft deck, Cotton concentrates on his work, securing a halyard.",1
"Suddenly Cotton's parrot flaps its wings, takes off, lands on the starboard bulwark, squawking -",1
COTTON'S PARROT,2
Dead men tell NO tales!,3
Dead men tell NO tales!,3
Dead men tell NO tales!,3
"Cotton looks up - on the horizon, following: black sails.",1
"Gibbs and AnaMaria appear, and see the ship.",1
ANAMARIA,2
Can we outrun them?,3
GIBBS,2
Not a chance.,3
Make for the reef.,3
EXT.,5
CARIBBEAN OCEAN,5
DAY,6
Miles of blue water.,1
"The Interceptor tacks, leaving a long white wake.",1
The Black Pearl matches it gaining.,1
EXT.,5
BLACK PEARL,5
DAY,6
"Barbossa and Pintel eye the Interceptor, two hounds chasing the fox.",1
PINTEL,2
What's he doing?,3
Is he going to run her aground?,3
EXT. INTE,5
RCEPTOR,5
DAY,6
The Black Pearl is now close behind the Interceptor and the Interceptor is headed for the island.,1
GIBBS,2
Drop the forward anchor!,3
"A SAILOR at the stern of the ship pulls a release, and the ship's anchor races down into the water, the metal chain jumping and twisting on deck.",1
"The chain stops, and the Sailor locks it -",1
EXT.,5
CARIBBEAN SEA,5
DAY,6
"With its forward momentum and the anchor down, the Interceptor to turn quickly, pivoting around the anchor.",1
EXT.,5
BLACK PEARL,5
DAY,6
Barbossa and Pintel watch as the huge ship brings its cannons to bear right in front of them.,1
BARBOSSA,2
All hands!,3
Prepare to come about!,3
"But for now, the Interceptor has the advantage, and takes it: its cannons boom, and cannonballs rain down.",1
INT.,5
BLACK PEARL - BRIG,5
DAY,6
Jack sees what he can out the porthole.,1
"In the cell with him is Twigg, acting as a guard.",1
JACK,2
Don't hit my ship!,3
"I mean, kill the lying scoundrel -",3
(to Twigg),4
"I'm a little conflicted, here.",3
Twigg just stares.,1
EXT. INTE,5
RCEPTOR,5
DAY,6
"Elizabeth watches as the Black Pearl comes about and then there is the low, loud RUMBLE of two dozen cannons firing as one.",1
The Interceptor is hit.,1
A barrage of shots follow; most find their mark.,1
"Sailors dive for cover, leaving their cannons; clearly they are overmatched.",1
EXT.,5
BLACK PEARL - PORT SIDE,5
DAY,6
Barbossa laughs.,1
BARBOSSA,2
"Strike your colors, you bloody cockroaches!",3
EXT. INTE,5
RCEPTOR,5
DAY,6
Another round of fire; Barbossa shows no mercy.,1
ANAMARIA,2
Looks like they mean to send us under.,3
GIBBS,2
"There she's raised the Jolly Roger,",3
upside down.,1
"AnaMaria, Gibbs, Cotton, even Elizabeth all know what this means.",1
Will doesn't.,1
He looks to Gibbs for an explanation:,1
GIBBS,2
It's a signal.,3
"If we resist, it won't just be death.",3
There'll be torture as well.,3
WILL,2
We're not going to just surrender!,3
GIBBS That we are.,1
"The Black Pearl fires again, a double-ball shot with a chain connecting the two.",1
"It hits the main mast dead ani a CRACKING, SPLINTING sound as it breaks, falls to the deck.",1
"Barbossa moves his ship alongside, preparing to board.",1
WILL,2
We can at least fight we might be able to kill a few-,3
GIBBS,2
"Will it'll go worse for us for Elizabeth, especially if we fight.",3
Will stares and nods.,1
But his expression is still defiant.,1
The deck slants; the ship is sinking.,1
"pirates swarm across on ropes, and take control of the Interceptor.",1
EXT.,5
BLACK PEARL - MAIN DECK,5
DAY,6
The top masts of the H.M.S.,1
"Interceptor sink into the smooth' crystal waters of the Caribbean as Will and Elizabeth, held by pirates, are brought before Barbossa and see that Jack stands beside him, manacled.",1
"Gibbs, AnaMaria and Cotton and the other crewmembers huddle together.",1
Barbossa's wrath falls on Elizabeth.,1
BARBOSSA,2
"Welcome back, Miss.",3
"Last time on board, you played me right clever, make pretending and all.",3
I hope your stay this time is more pleasant.,3
"Boys, show her some hospitality!",3
He shoves her into a group of pirates; they yell their approval.,1
She is pushed from one to another.,1
This goads Will to action.,1
"He head-butts the pirate behind him, grabs a pistol, waves it at the pirates.",1
WILL,2
She goes free!,3
Will leaps onto the ship's rail.,1
He steadies himself with a hand on the rigging.,1
Points the pistol at Barbossa.,1
BARBOSSA,2
"What's in your head, boy?",3
WILL,2
She.,3
Goes.,3
Free.,3
BARBOSSA,2
You've got one shot and we can't die.,3
WILL,2
You can't.,3
I can.,3
He leans out over the ocean.,1
ELIZABETH,2
No!,3
Jack pushes forward.,1
JACK,2
Will don't do anything stupid!,3
Don't say anything stupid -,3
WILL,2
"My name is Will Turner, the son of Bootstrap Bill Turner.",3
His blood runs in my veins.,3
(raises the gun to his head),4
You need my blood.,3
"And on my word I will pull this trigger, and sink all the way down to Davy Jones' Locker!",3
Pintel squints at Will; the pirates murmur surprise.,1
TWIGG,2
It's true - he's the spittin' image of old Bootstrap.,3
Even talks the same!,3
Jack drops his head.,1
Barbossa grins at him.,1
BARBOSSA,2
Looks like you're back to having nothing to offer.,3
PINTEL,2
And hers got Old Bill's courage.,3
"A curse on him, and you!",3
Barbossa steps forward.,1
BARBOSSA,2
Enough of that!,3
(to Will),4
Name your terms.,3
WILL,2
Elizabeth goes free!,3
BARBOSSA,2
We got that part.,3
Anything else?,3
WILL,2
And Jack.,3
And the crew.,3
Free and unharmed.,3
I f you agree... then...,3
I will remain with you.,3
Barbossa considers; his crew waits.,1
Finally -,1
BARBOSSA,2
Agreed.,3
"You have my word, as a gentleman of fortune -",3
ELIZABETH,2
Will you can't trust him.,3
WILL,2
You must swear by the Holy Bible.,3
BARBOSSA,2
Eh?,3
"You have my word, then on the Good Book, I do swear, and the Lord spare my worthless soul.",3
"Barbossa crosses himself, as do many of his men.",1
Will lowers the gun ... steps down the pirates surround him.,1
They snatch away the pistol.,1
BARBOSSA,2
Boatswain!,3
Take your captives belowdecks.,3
"Chain them in the galley, and teach 'em how to row.",3
"Gibbs, AnaMaria, Cotton and the rest are led away under guard.",1
"Barbossa looks out to sea, toward the islet.",1
BARBOSSA,2
Hah.,3
Look there.,3
That's the very same island we made Jack governor of on our last trip.,3
"(nods"")",4
"When you sail the open sea as long as I, you learn to trust the signs fate sends your way.",3
GIBBS,2
(dejected),4
Amen to that...,3
BARBOSSA,2
"Jack, Elizabeth ...",3
"I'm a man of my word and you're to be set free, right quick.",3
(loudly),4
"Men, break out the plank!",3
A CHEER goes up from the pirates.,1
"Will realizes what Barbossa intends to do, struggles with his captors.",1
WILL,2
No!,3
You gave your word!,3
BARBOSSA,2
"Quiet, boy, or you'll lose your tongue.",3
"Those as know me know I wouldn't cross my word, and bring down bad luck on the ship.",3
(nods),4
I agreed to set them free.,3
I didn't say when.,3
.. nor where.,3
EXT.,5
CARIBBEAN SEA,5
DAY,6
"The Black Pearl lies at anchor, closer now to the islet.",1
EXT.,5
BLACK PEARL - MAIN DECK,5
DAY,6
"Jack, wrists still bound, stands in the classic 'walking the plank' pose.",1
Elizabeth is next in line.,1
Pirates crowd the ship's rail to watch.,1
JACK,2
"It's pure evil to make a Captain walk the plank of his own ship, twice in one lifetime.",3
No good can come of it.,3
BARBOSSA,2
"Now, Jack.",3
That reef is less than a league distant.,3
"It's a square deal all around, and you can't hope for better.",3
JACK,2
"Someone needs to cut these bonds, then.",3
"Barbossa smiles, shows a pistol.",1
Points it at Jack.,1
BARBOSSA,2
"You'd best take a swim, Jack.",3
JACK,2
"The last time you did this, you left me a pistol, with one shot.",3
The pirates mutter agreement.,1
PINTEL,2
"That's proper, sir, according to the code.",3
BARBOSSA,2
"By the Powers, you're right!",3
( turns around),4
Where's Jack's pistol?,3
Who's got it?,3
Bring it forward!,3
JACK,2
"A gentleman might give us two pistols, seeing as there are two of us, this time.",3
A pirate hands Jack's pistol to Barbossa.,1
BARBOSSA,2
Tell you what.,3
"I'll give you one pistol, and let you be the gentleman, an' shoot the lady, and starve to death yourself!",3
(grins),4
"That is, presuming you're not both drownded.",3
The pirates laugh.,1
"Barbossa tosses Jack the pistol but over his head, and down into the water with a splash.",1
BARBOSSA,2
"So how did you get off that island, anyway?",3
JACK,2
You can go to your grave not knowing.,3
BARBOSSA,2
That's fair.,3
Jack glares at Barbossa.,1
"Then he's prodded with a cutlass, takes a step out.",1
Reaches the end of the plank steps off.,1
Jack plunges down into the water.,1
"Appears on the surface, floundering, struggles to stay afloat.",1
Will and Elizabeth exchange helpless looks; there is nothing they can do.,1
BARBOSSA,2
The lady's next.,3
"But first, I'll be wanting that dress back, if you please.",3
"Elizabeth hesitates ... then strips it off, leaving her in a silk slip.",1
She throws it at him.,1
ELIZABETH,2
Here it will go well with your black heart !,3
Barbossa indicates the plank.,1
ELIZABETH,2
I will not walk into the ocean.,3
You'll have to throw me in!,3
"Barbossa raises an eyebrow, grins, nods.",1
BARBOSSA,2
"Have at her, lads!",3
The pirates rush to comply.,1
"Lift her up, toss her over the rail with a scream she falls",1
EXT.,5
CARIBBEAN SEA - UNDERWATER,5
DAY,6
We follow Elizabeth amid foam and bubbles as she PLUNGES down through the water.,1
"Blue and clear, with streaks of sunlight cutting down; bright coral and tropical fish, and a lovely young woman in a silk dress.",1
".. if it weren't for the mortal danger, the scene could be described as gorgeous.",1
"Elizabeth spots Jack, below her now, sinking, struggling.",1
She swims down ... unties his bonds.,1
Elizabeth starts for the surface.,1
"Inexplicably, Jack swims the other way, further down into the depths.",1
EXT.,5
CARIBBEAN SEA,5
DAY,6
"Elizabeth breaks the surface, looks around.",1
"And then, finally Jack appears, sucking in air.",1
He shows what he went after: his pistol.,1
He tucks it into his shirt.,1
ELIZABETH,2
You went back for that?,3
We need to head for the reef!,3
She starts swimming.,1
Jack hesitates.,1
The Black Pearl is already underway; he stares at it.,1
JACK,2
That's the second time I've had to watch that man sail away with my ship.,3
"He turns away, and swims after Elizabeth.",1
EXT.,5
ISLET - BEACH,5
DAY,6
CLOSE ON: The surf line.,1
"Elizabeth's feet leave prints in the sand ... and then meet up with matching footprints she made earlier, going in the same direction.",1
She has walked all the way around the island.,1
JACK,2
"Not all that big, is it?",3
Jack lays on the beach.,1
"He has dismantled his pistol; the parts, ball and powder dry on his scarf.",1
ELIZABETH,2
Has it changed since the last time you were here?,3
JACK,2
The trees are taller.,3
Jack checks to see if the pistol parts are dry; they are.,1
He sets about re-assembling and loading his pistol.,1
ELIZABETH,2
I hope you have no intention of using that.,3
Jack has finished putting his pistol back together.,1
"He shoves it in his belt, walks off.",1
JACK,2
Not yet.,3
Ask me again in a few weeks.,3
Elizabeth can't believe it.,1
ELIZABETH,2
Captain Sparrow!,3
We have to get off this island immediately!,3
JACK,2
Don't be thinking I'm not already working on it.,3
He climbs up toward a clump of palm trees.,1
Digs for something beneath the sand.,1
He finds it: a large iron ring.,1
ELIZABETH,2
What is that?,3
Is there a boat under there?,3
"Jack heaves the trap door up and over, revealing a pit.",1
"Inside are barrels and bottles of rum ... all covered with dust and cobwebs, long abandoned.",1
Jack's face falls.,1
ELIZABETH,2
What?,3
What's wrong?,3
How will this help us get off the island?,3
JACK,2
It won't.,3
"It won't, and so we won't.",3
"He jumps down into the pit, cracks open a bottle of rum,.",1
takes a swig.,1
ELIZABETH,2
But ... you did it before!,3
Last time -,3
JACK,2
"Last time, I was here a grand total of three days.",3
"Last time, the rumrunners who used this island as a cache came by, and I bartered passage off.",3
JACK,2
"But from the looks of this, they've long been'out of business, and so that won't be happening again.",3
(takes another swig),4
We probably have your friend Norrington to thank for that.,3
ELIZABETH,2
So that's it?,3
That's the secret grand adventure of the infamous Jack Sparrow?,3
You spent three days on the beach drinking rum?,3
JACK,2
"Welcome to the Caribbean, love.",3
"He gathers up a few bottles, heads for the beach.",1
JACK,2
"You should look at our contretemps this way: we've got shade trees, thank the Lord.",3
"We've got some food on the trees, thank the Lord again.",3
"And we've got rum, praise the Lord.",3
"We can stay alive a month, maybe more.",3
"Keep a weather eye open for passing ships, and our chances are fair.",3
ELIZABETH,2
A month?,3
Will doesn't have a month!,3
We've got to do something to help him!,3
JACK,2
You're right.,3
(hoists the bottle),4
"Here's luck to you, Will Turner.",3
